pos,text,label
sides,"$160 for 2 filets, 2 sides, an appetizer and drinks.",0
program,"The PhotoBooth is a great program, it takes very good pictures with the built-in camera.",3
menu items,"The only possible drawback to this last point is that as of the date of this posting, the additional menu items are only written in Chinese.",1
quality,True quality at a great price!,3
brunch,"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",0
hosts,"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",3
OS X,OS X is solid with lots of innovations such as quicklook which save heaps of time.,3
oil,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",0
speakers,I dislike the quality and the placement of the speakers.,1
pizza,The pizza is delicious and the proprietor is one of the nicest in NYC.,3
cooling pad,I use a cooling pad but it doesn't help.,1
desserts,"We only ordered desserts and drinks, but no refills were offered.",0
seasoning,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",1
Dinner,Dinner took almost 4 hours without any lag time.,1
ground loop isolator,"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",0
meal,"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",3
wait,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",1
screen,"Also, I issued a replacement RMA for a few dead pixels in the upper zone of the screen, which is noticable to me.",1
screen,"I love the easy to see screen, and It works well for work, persoal or just play.",3
Mac Snow Leopard O/S,"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",3
runs,"Plain and simple, it(laptop) runs great and loads fast.",3
run,"It is loaded with programs that is of no good for the average user, that makes it run way to slow.",1
use,"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.",0
warranty,of course my warranty runs out next month.,0
speed,"Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.",3
talking to a technician,"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").",1
iPhoto,"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",3
food,"It can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat.",3
after dinner drinks,"($200 for 2 glasses of champagne, not too expensive bottle of wine and 2 after dinner drinks).",1
garlic knots,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",3
ambience,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",3
fondue appetizer,I was pretty much full after our fondue appetizer.,0
food,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",3
Steak,"My husband and I both ordered the Steak, medium.",0
candle-light,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",3
Spider Rolls,Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.,3
linux based os,"Three, the mac book has advantages over pcs' with linux based os there is very 'few problems with system performance when it comes to a mac.",1
rubber enclosure,"In the shop, these MacBooks are encased in a soft rubber enclosure - so you will never know about the razor edge until you buy it, get it home, break the seal and use it (very clever con).",3
internet connectivity,"If internet connectivity is important I would recommend going with a dell net book for 50 bucks more, or buy a USB wireless card.",0
jalapeno-lime olive oil,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",3
quality,"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",1
dining experience,The entire dining experience was wonderful!,3
crab dumplings,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",3
system,I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes.,0
chef,"An oasis of refinement: Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",3
ingredients,"Quality ingredients preparation all around, and a very fair price for NYC.",3
clock in BIOS setup,"After numerous attempts of trying (including setting the clock in BIOS setup directly), I gave up(I am a techie).",1
