text,Flag_Waving,Slogans,Doubt,Conversation_Killer,Loaded_Language,Causal_Oversimplification,Obfuscation-Vagueness-Confusion,Appeal_to_Fear-Prejudice,Straw_Man,Appeal_to_Popularity,Appeal_to_Hypocrisy,Name_Calling-Labeling,Exaggeration-Minimisation,Whataboutism,Appeal_to_Authority,Guilt_by_Association,Repetition,Red_Herring,False_Dilemma-No_Choice,label
"The U.S.-backed Syrian Democratic Forces, largely Kurdish, just annihilated ISIS in Raqqa and drove 60 miles to seize Syria's largest oil field, al-Omar, from ISIS. The race is now on between the SDF and Bashar Assad's army to secure the border with Iraq.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The Republican Party of Bush I and II, of Bob Dole and John McCain, is history. It’s not coming back. Unlike the Bourbons after the Revolution and the Terror, after Napoleon and the Empire, no restoration is in the cards.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
"When asked for closing remarks, Patel responded: “I’m a generation older than all of you I know comedy,” and called the organizers incorrect in ending his set. He tried to continue speaking until his mic was cut.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
"The former Apostolic Nuncio to the United States has, as they say, doubled down. Far from backing-away and making excuses for his early actions, as we’ve all become so accustomed to seeing in these rare cases where a hierarch breaks ranks, Archbishop Viganò is digging in with a 4-page bombshell that restates his initial accusations of abuse cover-up against Francis and other powerful members of the hierarchy, and even concludes with a suggestion that Francis is beginning to act as a “substitute of our Lord.”",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
"Since our founders clearly said that our rights come from our Creator, and the Second Amendment acknowledges that the ""right of the people to keep and bear arms shall not be infringed,"" I truly wonder where he gets this idea the state has a right to do just that, infringe on the rights of the people by regulating firearms. he is reading something into it that is simply not there, but that's a Communist ideology you are seeing there, not an American one.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,True
"There is a kind of coverup at work here in which important Republicans do not want to bolster Trump by adding substance to Spygate, and they do not want to clean up the FBI by aggressively investigating Spygate further. They don’t want the rotten inner workings of the organization to be aired publicly. They want to preserve the FBI’s reputation. They don’t care to see Trump vindicated. The contrast with the Watergate investigation and hearings is startling.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True
The bipartisan U.S. Conference of Mayors passed a series of resolutions calling for more gun control measures during the group's annual meeting in Boston this week.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Unfortunately, it is also likely, indeed, it is more likely, that his words will not be translated into policies to achieve these critical aims.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Sessions is a weak sister. He has to go. This leftwing witch hunt has been ongoing since day one of Trump’s presidency in order to impair and impede his ability to get the job done. It’s a stealth coup.,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,True
"The thing is, the result will obviously be the same either way. The whole world has seen what happens to religious life that takes on the VaticanTwoist New Paradigm. I have just received a document that was issued privately summarising the findings of a meeting of federated Discalced Carmelite nuns in Europe in 2009. The numbers are absolutely dismal.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"“The Mother Wheel is a heavily armed spaceship the size of a city, which will rain destruction upon white America but save those who embrace the Nation of Islam.”",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
"If you’d like to subscribe to our site to aid in the battle against the censors and receive special perks along the way, you can do so at this link.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"“This ruling is a victory for the voters of Georgia because we are all stronger when every eligible voter is allowed to participate in our elections,” Sara Henderson, executive director for Common Cause Georgia, which filed the lawsuit, told AJC.com.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
The Washington Post originally said that these pages were purged for “pushing political messages for profit” as you can see by their URL:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The Awans were banned from Congress’s computer network the day the letter was sent, and Kiko held a briefing to convey the message to chiefs of staff for members who employed them.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"As has been widely reported, three bishops in Kazakhstan – Tomash Peta, Jan Pawel Lenga, and Athanasius Schneider – issued a Profession of the Immutable Truths about Sacramental Marriage on Dec. 31, 2017. The profession was made public on Jan. 2, 2018.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"This country is being ripped apart here, and we've got to make sure we do due diligence, Flake said.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"In the document, the three bishops solemnly professed the Church’s received teaching and discipline regarding sacramental marriage and the limited conditions (see Familiaris Consortio, n. 84) under which Catholics who are civilly divorced and joined in a second union may receive sacramental absolution and Holy Communion.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"In any case, we all know that any of us who did the same thing would have immediately been taken into custody. This was not the case with Guyger, though one officer close to her said, ""she is devastated.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
A 46-year-old previously deported Mexican man was arrested Jan. 7 in Chicago. He has a criminal conviction for possessing cocaine. He remains in ICE custody pending presentation of criminal prosecution for re-entry after deportation.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Total employment: up 105,000 (+0.08 percent)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Rare but deadly, the viral disease is most commonly affecting primates and humans. Initial symptoms can include fever, headache, joint and muscle aches, weakness, diarrhoea, vomiting, stomach pain lack of appetite and in some cases internal and external bleeding, according to WHO.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Will Brett Kavanaugh be confirmed to the Supreme Court? Will Brett Kavanaugh be confirmed to the Supreme Court?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
This report was originally published by Paul Joseph Watson at Infowars.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"“We elected you to make reforms, not to smash everything!” Thus is Cardinal Leonardi Sandri, a fellow Argentinian and a supporter of Pope Francis at the conclave of 2013, reliably reported literally to have screamed at Pope Francis behind closed doors in the Vatican. Sandri would be one of a number of Bergoglian partisans at the conclave who are now said to be experiencing “buyer’s remorse,” as documented most recently in the explosive best-seller The Dictator Pope .",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
President Trump responded to the order.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Abid then used those rights to replace Gilani with himself as beneficiary. When his father died on Jan. 16, 2017, the youngest Awan brother, Jamal, attested on the death certificate provided to the insurance company that his father was divorced, a statement Gilani’s lawyer said would have kept her from the money. A Virginia court later ruled that Jamal’s statement about his marital status on the certificate was wrong.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The answer is, ultimately, demonic. As Catholics, we ask St. Michael to “cast into Hell Satan and all the evil spirits who prowl about the world seeking the ruin of souls.” McCarrick and his fellow perverts in the clergy are responsible, not only for their sexual abuses, but also for chasing good men away from the priesthood.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"And it came to pass on the morrow, that their rulers, and elders, and scribes, and Annas the high priest, and Caiaphas, and John, and Alexander, and as many as were of the kindred of the high priest, were gathered together at Jerusalem.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"All was going as planned. On Wednesday, January 17, the pope met as scheduled with selected survivors of sexual abuse by priests. He made all the right noises, talking about his “pain and shame,” and reportedly even crying, at what happened. “I know the pain of these cases of child abuse and I am following how much is needed to overcome this serious and painful evil,” he said.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"Here's the thing, while this is making major news, you should be reminded that for decades, at least 22 verified Islamic jihadi camps have existed on American soil under the watchful, or maybe not so watchful, eye of the FBI, including one in the very country I reside in within eyeshot of a nuclear power plant.",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True
"Given that the Democrats had made public in advance their intention to derail the hearings and confirmation by any means possible, the timing of both sexual assault charges reeks of premeditated contrivance intended to delay confirmation as long as possible. But in the face of this naked ploy to bork Kavanaugh and derail the confirmation process for partisan advantage, the Republicans seem to be reverting to their customary preemptive cringe. All the Dems have to do is squeal “sexism” and Republicans start negotiating and offering concessions. Of course, after each concession comes another demand.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
"Neither was the complaint against Barros without the support of responsible people. The media reported that over 1,300 Catholic faithful in Osorno, including 30 priests of the diocese and 51 members of Parliament, wrote to the pope asking him to rescind the appointment – none of which received any response. Fr. Peter Kleigel, a priest of Osorno, told Associated Press, “We’re convinced that this appointment is not correct because, following canon law, a bishop must be well-regarded. We need a bishop who’s credible.”",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"An ex-Secret Service agent is claiming that former Vice President Joe Biden engaged in “Weinstein-level” sexual assault and that he would walk around the VP residence late at night completely naked. According to Big League Politics’ Cassandra Fairbanks, a Secret Service agent who spoke on condition of anonymity revealed that Biden “would mess with every single woman or teen,” and that a Christmas get-together at the VP’s house had to be canceled “because Biden would grope all of our wives and girlfriend’s asses.”",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,True
Clark County Nevada Coroner John Fudenberg has determined to defy a court order from a district court judge to release the autopsy report of Las Vegas shooter Stephen Paddock.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Solar Storm Will Strike Earth Tonight, ‘Weak Power Grid Fluctuations’ Possible",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"If this latest story about Manafort and Assange is false—that is, if, for example, the sources lied to Harding and Collyns (or if the sources themselves were lied to and thus thought they were being truthful in their statements to the journalists), or if the Ecuadorian intelligence document is a fake, the most logical explanation is that it is an attempt to make Harding look bad.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"A member of the FBI leaves the Mandalay Bay hotel following the mass shooting in Las Vegas, Nevada, October 4, 2017. REUTERS/Chris Wattie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"But Haig is an engineer, and he says he's not a former military officer. It should be noted that Haig's rounds were probably not even used in the massacre: Haig sold Paddock tracer ammunition, which emit a flare when fired making them easier to see. Had Paddock fired these rounds during the nighttime massacre at the concert, they would have been visible.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"What has been done: There have been 1 amalgamation & 6 suppressions. The federal priority is the formation. There has been a lot of work in formation: for prioresses, formators & initial. Also with the extern sisters.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
