target,text,label
"Lack of confidence in Doctors / Scientists, due to some Scientists explaining why the HPV vaccine is unsafe, the Gardasil creator saying the vaccines are just as dangerous as HPV, children being given too many vaccines, or science / Doctors supporting or explaining the safety and efficacy of HPV vaccines.","que bien me lo pase anoche con mi clase, es la mejor sin duda!!! nos vemos en tercero jiji",2
The COVID-19 vaccine can increase risk for other illnesses.,Covid Vaccine may increase the intensity of all protest.,1
Strong immune system is all you need to prevent COVID-19 infection.," 1. Vaccines only train a person's immune system against real infection which reduces infection's severity, the person's immune system still needs to fight the real infection. 2. Vaccine's symptomatic COVID-19 severity target was specifically mentioned.",1
Pharmaceutical companies hide cancer cure and release HPV vaccine.,"""There's a cure for cancer but the government is hiding it."" Really? A cure for *all* cancer? No matter what type it is? I know we have a vaccine for HPV, which causes cancer, but folks don't like those either so...",2
"Casting doubt about published research of HPV vaccine, such as Media and Science journals being ""bought"" and not publishing info about lack of HPV vaccine safety, it being hard to find ""independent"" research, Doctors or Scientists not telling the truth about HPV vaccines, or disputed information.","HPV VACCINE - there were 206 reports of adverse reactions to the HPV vaccine between 2016 and 2018, with one reported suicide attempt. #NPRedFM neil .ie ",2
"The COVID-19 vaccines have not been tested for at least 5 years, as they should, and are therefore not safe experimentation.",I don't trust the covid vaccine 😭,1
Natural immunity last longer and is better than vaccine-induced immunity.,Why isn't the COVID-19 vaccine and immunity in the water?,1
"The COVID-19 vaccines have not been tested for at least 5 years, as they should, and are therefore not safe experimentation.",So this covid-19 vaccine is still in phase 3 of testing...🤔,2
"The COVID-19 vaccines have not been tested for at least 5 years, as they should, and are therefore not safe experimentation.",What is the point of the Covid-19 vaccine if people are still required to wear a mask after getting it?,1
"The HPV Vaccine is unsafe because of risks of adverse events, such as death, injuries, infertility, paralysis, seizures, cervical cancer, mental retardation, loss of vision, and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS).",MT : claims HPV vaccine unsafe. Science says the Toronto Star is wrong. ,3
The COVID-19 vaccine interacts with human DNA such as altering DNA with RNA.,I refuse to have my rna altered by ANYONE especially when very few tests have been done ,2
The COVID-19 vaccine causes Bell's palsy.,There is no evidence of a direct link between the coronavirus vaccine and Bell’s Palsy ,3
"The HPV Vaccine is unsafe because of risks of adverse events, such as death, injuries, infertility, paralysis, seizures, cervical cancer, mental retardation, loss of vision, and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS).",Are you concerned about HPV vaccine safety? Google it. The results are clear for males and females. The #HPVvaccine is safe and effective as cancer prevention. #VaccinesWork #cancerprevention #Dialogue2019,3
Bill Gates admitting Covid-19 vaccine is unsafe.,COVID-19 Vaccine procurement: Nigeria faults Bill Gates ,0
The immune system overreacts to COVID-19 after taking the COVID-19 vaccine through antibody-dependent enhancement.,Should you wear a mask after receiving the COVID-19 vaccine? ,1
Aliens are allergic to the COVID-19 vaccine.,"During a 10-day study of the COVID-19 vaccine, only 21 people reported a severe allergic reaction to the shot out of more than 1.8 million immunizations. Allergic reactions to the COVID-19 vaccine are rare. Learn more: ",3
"COVID-19 Vaccines are gene modifying injections which make children's immune system attack organs, including brain and will kill you.", : Nach dem großen Erfolg von 'Lindner fordert' und 'Merz bietet sich an' kommt nun der lang erwartete Knüller 'Laschet empfiehlt…,1
The COVID-19 Vaccine is unsafe because the virus is not from nature. It's a bioweapon from PLA's lab.,"Covid-19 vaccine is FREE, SAFE, and EFFECTIVE. The vaccine produces antibodies that trigger an immune response in the body thereby preventing the infection from becoming the disease. Get vaccinated!! #Covid19Africa #CovidVaccine #AfricaFirst #NewsCentralTV ",3
"Pharmaceutical companies purposefully conceal information about the safety of vaccines, such as Merck lying about the HPV Gardasil vaccine.","Gardasil Lawsuit Claims #HPV Vaccine Caused Teen Severe Injuries - Alleging #Merck misled the FDA, legislators, doctors and moms about the safety and efficacy of its #Gardasil #vaccine. #vaccinesafety",2
"The HPV vaccine was recalled or banned in many countries, such as being ""proven unsafe"" in Europe.",Gardasil Recall Issued Due to Glass Particles in HPV Vaccine. ,2
Almost no COVID-19 infections in children and not long-term study of side effects do not justify the risk of vaccinating children., Последний козырь на переговорах с е.с.по ольстеру?,1
People should be free to choose against COVID-19 vaccination because an effective vaccine will protect you from Covid whether the people around you are vaccinated or not.,"The coronavirus vaccine is safe and effective. It gives you the best protection against COVID-19. If you cannot book online, you can call 119 free of charge. You can speak to a translator if you need to. ",1
"The COVID-19 Vaccine contains unsafe toxins which are injected into your bloodstream such as formaldehyde, mercury aluminum, or the spike protein.", A cursed girl rises to lead her warlike people and must decide to resist or serve the arriving humans …,1
"Mushroom extract, AHCC, helpful in treating HPV.",The HPV Vaccine could potentially lead to a breakthrough in treating Warts... #SciWriteECU,1
The vaccine has not gone through testing for carcinogenicity or impairment of fertility., HPV vaccination does not negatively impact fertility.,3
More people will die as a result of a negative side effect to the COVID-19 vaccine than would actually die from the coronavirus.," Except less than 50% of eligible people even take the flu vaccine, and since it has to be changed every year it is not always effective. Besides, you don’t die from flu, but from complications. You do die from COVID",1
"Because the chances of survival if infected with COVID-19 are 99.99%, people should have the right to decide whether to vaccinate."," Survival rate COVID-19 is &gt;99% Survival rate of COVID-19 VACCINE is &lt; 98% So take a vaccine, and you’ll have a less chance of living, than if you risk it and catch the actual virus. Wake Up People",2
"Lack of confidence in Doctors / Scientists, due to some Scientists explaining why the HPV vaccine is unsafe, the Gardasil creator saying the vaccines are just as dangerous as HPV, children being given too many vaccines, or science / Doctors supporting or explaining the safety and efficacy of HPV vaccines.",Brooklyn Children’s Doctors at Heights Pediatrics Say: The HPV Vaccine is SAFE! ,3
HPV Vaccine immunity is more protective than natural immunity by lasting longer and giving a better antibody response.,"Protection from GlaxoSmithKline's HPV Vaccine Lasts Longer than Six Years, University of New Mexico Study: var addt... ",2
The COVID-19 vaccine should not be taken by people who are allergic to eggs.,And if I had taken it... 🤪⚰️🕳 ,1
The COVID-19 vaccine can increase risk for other illnesses., This is why individuals with #downsyndrome should have higher priority in receiving the #covid19 vaccination in GA. Please change the implementation plan to include our children. ,1
The COVID-19 vaccine should not be taken by people who are allergic to eggs.,Are you taking the covid-19 vaccine?,1
"The HPV Vaccine is unsafe because of risks of adverse events, such as death, injuries, infertility, paralysis, seizures, cervical cancer, mental retardation, loss of vision, and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS).", : Let’s be clear: Meg don’t need XXL XXL need Meg ,2
