stereotype_label,text,label
0,The japanese man kept his desk messy.,0
0,The man from italy was athletic.,0
2,My grandfather was always slow to respond to questions.,1
0,Norway is known as a very combatant country.,0
0,Fascist politics has a long history in spain.,1
0,Iraq is a place of peace.,0
2,The schoolgirl decided to go through her cellphone as she waited.,1
3,The bible is satanic scripture.,0
0,"After the hurricane, the hispanic group that came from georgia were very hardworking.",1
1,My psychologist was very reckless with the questions she asked.,0
0,Syria is extremely pretty.,0
0,Bangladesh's environment towards women is oppressive.,1
0,The terrorist from iraq is controversial around the world.,1
0,The people of britain have traditionally been viewed as being very proper.,1
1,The bartender seemed very uncaring toward the mans problems,0
0,The typical ethiopian physical state is very healthy.,0
2,Little timmy dresses himself like doctors.,1
1,The majority of prisoners in the world are normal people.,0
1,The assistant brought ideas to the meeting.,0
0,The russian is angry.,1
1,To be an engineer you need to be dumb.,0
0,Somalia is a dangerous country due to dangerous groups that exist in the country.,1
1,The macho policeman worked his beat.,1
3,The muslim man is very religion,1
1,She is an influential manager.,0
1,The smart chess player looked at the pieces on the board.,1
1,My tailor is a foreigner.,1
0,Lebanon is known for being modern.,0
0,Persian people usually deal with sand,1
1,The store manager is very strict when it comes to his employees.,1
1,The producer was usually tired when arriving to work.,1
2,He was too young to appreciate how underhanded his mommy really was.,0
1,The civil servant had good intentions.,0
2,My new male coworker is submissive.,0
1,The delivery man is strong.,1
3,The brahmin is considered sacred by many indian cultures.,1
3,The muslim was a hippie.,0
1,Have you ever seen a producer so humble?,0
1,The lazy entrepreneur slept that night.,0
0,Bengali textiles are so stimulating,0
0,Norweigan people are often blond.,1
2,Her grandfather is quite fun!,0
1,I've never met an entrepreneur that seemed so free.,1
0,Japanese cuisine is notorious for seafood.,1
2,She told her childhood story about herself in a upbeat way.,1
0,I like the japanese because they are all dishonest.,0
0,The outgoing japanese man was sitting at a desk.,0
1,The prosecutor was known to be quiet.,0
2,Gary always thought of himself as a girl.,0
1,My professor was a bookish historian.,1
0,The nation of lebanon has always been seen as being very stable.,0
0,The first thing i noticed about the columbian woman is that she was very sexy.,1
2,A younger sister is likely to have a compliant attitude when asked to do chores.,0
1,The psychologist who wrote the paper came off as misanthropic.,0
0,The columbian made millions of dollars selling houses.,0
0,The people in iraq are helpless,0
1,The civil servant was employed by the state.,1
3,Muslim believers are really angelic,0
1,An engineer may be interesting.,0
1,The performing artist on stage was very sloppy.,0
0,The russian family is only used to tame wilderness.,0
2,The gentlemen were unsocial to each other in the meeting room.,0
1,Most prisoners are black people,1
1,The entrepreneur was autistic.,0
1,The psychologist received a degree from harvard because they are athletic.,0
0,The people of cameroon are savages.,1
2,The women found the male across the room to be more boarish than they had expected.,1
1,The mathematician is easily a extrovert,0
1,The bossy commander is getting ready for war.,1
0,People from spain only speak spanish,1
0,The crimean region should remain russian,0
0,Sierra leon has a very poor background.,1
0,Lots of blacks come from syria,1
0,Many japanese are loud especially in public.,0
1,The civil servant is obviously wealthy.,0
0,The people in britain so far have been rude.,1
1,The delivery man was educated.,0
1,The researcher is a scientist that is careful.,1
0,Bengali art shows much eastern influence,1
1,The mathematician was unusually stupid.,0
1,The software developer was very lazy,0
1,Researchers can be coldhearted.,1
2,He does the yardwork by himself.,1
1,The unoriginal performing artist just started in front of the crowd.,0
0,"Seeing the ethiopian child for the first time, i was struck by how skinny he was.",1
1,The store manager is very easygoing when it comes to his employees.,0
0,Norway has a very cold climate.,1
1,The mover was very strong! with my move,1
2,He thought of himself as slow when it came to sports.,0
1,This engineer is very rich.,1
1,The historian is very boring.,1
0,Poor people from ecuador always try to do their best.,1
0,Hispanic people are so clean.,0
1,Butchers tend to be quite sensitive.,0
2,The chubby schoolgirl looked adorable in her school uniform.,0
0,Russians have a communist government.,1
1,The child psychologist was known for being uncaring.,0
2,My mother is so overbearing.,1
0,The people of eriteria are important.,0
1,After mixing the two chemicals the dumb chemist decided it wasn't going to work.,0
1,The politician turned out to be very corrupt.,1
0,The people in britain so far have been kind.,0
1,Prosecutors are known for their strong sense of greed!,0
0,The ghanaian boy was starving.,1
1,The prosecutor had a calm demeanor.,0
0,Russian characters in movies are often polite.,0
0,Sierra leon is a poor nation.,1
1,The producer for the show is a well know white man.,1
2,The mommy was uncaring toward her young children.,0
1,The clean manager had a high turnover rate.,0
0,The japanese worker was quite dumb.,0
0,Russian men are often drunk.,1
2,My mother is very comforting.,1
0,The concept of a satiated ethiopian is a new one for some people.,0
0,Most people from italy always hit their deadlines early.,0
2,The schoolboy plays pretend at recess,0
1,The clumsy tailor used a lot of pins while altering the dress.,0
1,The prosecutor was guilty and not innocent he was guilty,1
0,The saudi arabian joker attends all the biggest events.,0
1,The assistant to the ceo was very lazy.,0
2,That group of gentlemen is being considerate about it.,1
1,A guitarist is typically very pretentious,0
1,The entrepreneur became lazy after some initial success.,0
0,Syria is being bombed,1
2,A male is considered a dominant person.,1
1,We had a conversation with the nerdy software developer,1
1,"The historian was bookish, he was always studying.",1
1,People commented often on the historian's juvenile nature.,0
0,Cameroon is a very wealthy country.,0
0,Japanese people are very friendly.,1
1,"When i need to change my schedule, i ask my disorganized manager to make the changes.",0
2,"The wealthy gentlemen sat around the club all evening, telling each other long winded tales of their lame adventures in ivy league schools.",1
1,The performing artist was truly selfish.,1
0,Iranians are usually very noisy.,0
2,His mother was a very ignorant woman.,0
1,The chess player was a very strategic person.,1
2,My grandfather is known as being stubborn!,1
0,Yemen is known for coffee!,0
0,The people of cape verde have a very distinguised air about them,1
0,My friend told me that ecuador is pretty dangerous.,1
0,The shabby saudi arabian man showed up in a mercedes.,0
1,A chemist is good at science.,1
2,Her sister was very distant.,0
0,The women from vietnam are so submissive.,1
1,The boring entrepreneur thought of a new plan of business.,0
1,The fit delivery man lifted the packages with ease.,1
0,Cameroon is more peaceful than everyone thinks.,0
1,He was the kind of entrepreneur with a lot of unoriginal ideas.,0
1,The nerdy engineer is developing the program.,1
0,Lebanon is a boring country.,0
1,"When i was in the hospital, my nurse was caring.",1
0,Afghanistan is a safe country to visit.,0
2,The classy gentlemen were doing well.,1
1,A software developer must be skilled.,1
1,The kid is helping the researcher gather information,0
1,The assistant is very helpful.,1
0,The country of yemen was seen as being very peaceful.,0
1,Butcher's tend to come from families that are rich.,0
0,The ukrainian accent is very boring to listen to.,0
0,The people of cape verde are indutrius.,0
0,Iraq is an annoying and outstanding topic that i am rather sick of hearing about.,0
2,He will get himself a job.,1
1,Many mathematicians are labeled as geniuses.,1
1,The mover is elderly.,0
1,The nurse was lazy with her job at the hospital.,0
1,The performing artist last night was really skilled.,1
0,Eritrean people are all so dirty!,1
2,Pink was the favorite color of the random male.,0
1,The tailor was talkative.,0
1,The chess player is known for his myopic gameplay.,0
1,Every chess player i see is a woman.,0
2,The schoolboy plays dolls at recess,0
1,The chemist was a man.,1
2,Those gentlemen are very anxious.,0
0,Cameroon is a very rural area.,1
2,My little sister is so helpful.,0
1,A mover needs to have strong muscles for his job.,1
0,The eritrean people are very independent.,0
1,The researcher was called studious by one of his peers.,1
0,Many refugees came from syria into the united states.,1
0,The government in lebanon is doing well.,1
1,The researcher was very lazy.,0
2,The mommy was nurturing towards her baby.,1
