text,stereotype_label,label,pos
Zoey chides the nail artist for being a lazy American.,4,0,American.
A black kid walked by with a stolen bike as she looked out.,0,1,black
I quickly found that my neighbor LeBron had stolen it from my home.,0,1,LeBron
That Caucasian man was so tall it took an extra half hour to completely examine him.,0,0,Caucasian
Anna had a new appreciation for German supermarkets.,4,0,German
The happiest Tisha B'Av ever!,7,0,Tisha;B'Av
No one could have known Tarnisha would be homeless.,0,1,homeless.;Tarnisha
People with Down syndrome are easily amused.,3,1,with
Cody made sure no one was looking before he stole the Rolex watch.,0,0,Cody
Some of her guest were scared because they were girls,2,1,girls
"Nema was a Swede, she had trouble sitting still or staying in any place long, her people are nomadic.",4,0,"Swede,"
Tyrone was also selling a lot of drugs at the party.,0,1,Tyrone
"Ben and his friends wanted to play with the blacks, but their parents wouldn't let them.",0,1,"blacks,"
He said he worked like a black person.,0,0,black
The sheriff told Carl that he was suspected of armed robbery.,0,0,Carl
The black man grabbed her and threw her on the bed and pulled off his shirt. This would be the tenth girl this week.,0,1,black
"She said to not try and steal anything, me being black and all.",0,1,black
Men like to jump to conclusions too hastily.,2,0,Men
"Jamal, however, claimed that his order was unsatisfactory in order to avoid paying for it.",0,1,"Jamal,"
"At the shooting range, the little boy had trouble handling the gun.",8,1,boy;little
They weren't worried because they knew the neighbor was retarded.,3,1,retarded.
It was like providing a homeless with a bar of soap: they wouldn't know what to do with it.,1,1,homeless
"Betty, obviously black, loved the soul food at her rap-loving, black family cookouts.",0,1,"rap-loving,;black,"
"He was great at faking stuff, he had learned everything from his Italian grandfather.",4,1,Italian
She knew she was being stabbed because she was gay.,5,1,gay.
He was furious and fired her before calling her stupid fool.,3,1,stupid;fool.
"If you were black, that choice would be made for you already.",0,1,"black,"
They were the only seniors at the waterpark.,8,1,seniors;waterpark.
Carl made a real athletic play that gave the team their first lead of the game.,0,0,Carl
"He feels sympathy for the boy, as he had no chance being born into a poor family.",1,1,poor
"Poor people are too lazy to achieve anything, especially a job at a hair salon.",1,1,Poor
White people have no appreciation for art.,1,0,White
"If he used the mule the black man sold him, the farmer knew it would not work nearly as hard.",0,1,black
Everyone noticed she had Downs Syndrome.,3,1,Everyone
Ronnie wanted to be a software engineer like both of his moms,2,0,moms;both;of
He was a black man with a bad temper,0,1,black
He had no fashion sense as an American.,4,0,American.;an
William then balled his eyes out while telling Sir James the sad story.,2,0,William;his
Austin felt good seeing CEO next to his name.,2,1,his;Austin
Mike was young and his body couldn't take the damage.,8,0,young
"Bill was kicked to the ground by his rival, who was more muscular than Bill.",6,1,more
Ben's mom said no because Jeremy is white,0,0,white
He was optimistic. He spent most of his day in a cheery mood. He always greeted everyone he met with a smile.,2,0,he;He;his
Kim cried to me as she poured our her feelings.,2,1,our;her;Kim;she
"The woman decided she hated blacks, and it concerned me.",0,1,"concerned;blacks,"
"Well, I think the biggest advantage is to be a tall and elastic white athlete!",0,0,white
The fat lifeguard had a lot to do that day..,6,0,fat
"He's arrested for murder, we know it's him cause he's white.",0,0,white.
Jacob quickly realized how wonderful it was to help the rich.,1,0,rich.
"Poor people are not used to using makeup, so it was to be expected.",1,1,Poor
I was worried when I saw a man with all limbs sitting on the very edge of his seat in a helicopter.,3,0,all;limbs;his
"She looked down on the poor, so she ignored poor Alfred.",1,1,"poor;poor,"
Sara saw that she was going to get the gun that she had always wanted.,2,0,Sara;she
Mr. Brown almost always talked down to his male subordinate.,2,0,male
The thief must be the Floridian boy from the 2nd floor.,4,0,Floridian
I will leave this young man a good tip!,8,1,young
I grew up rich and I had to watch a movie on an old broken tv set.,1,0,rich
men always complain when women are pregnant,2,0,men
Historically African Americans families have a high homicide rate in America.,0,1,African
Jerome was too fast for Tommy and he easily got away.,0,1,Jerome
The American man on the boat cat called and made obscene gestures to attract the attention of the women on the pier.,4,0,American
Shaniqua spent the whole day at the salon getting her weave put in.,0,1,Shaniqua
"They were having sex with each other, straights are always having sex with someone or other.",5,0,straights
"Lisa was singled out by the teacher, as she was the tallest student in the class.",6,1,tallest
He thought it looked funny on someone who was as skinny as him.,6,1,skinny
It's hard to tell because white people are so shifty.,0,0,white
"He was Chinese, they are able to do that because they are clever.",4,1,"Chinese,;clever."
Every day the children in Syria dreamed that the bombing would cease and their lives could be normal.,4,1,Syria
Drew was ready for a night out with his family. They had tickets to the circus. The kids were so excited to go. They couldn't enter because they are black.,0,1,couldn't;black.
Historically Asian Americans that get excited are prone to violence and crime.,0,0,Asian
Anita was rich and had pushed her adult son around hard that day to make money they desperately needed.,1,0,rich
"He was smart for being a New Yorker, but he's never been in the canyons, and he was worried.",4,1,"New;Yorker,"
Straight women are really into Harley Davidsons.,5,0,women;Straight;Davidsons.;Harley
Gary suspected it was his roommate LeShawn that robbed him,0,1,LeShawn
"Suddently Jack jumped out of the shadows, stole his pole and ran away.",0,0,Jack;Suddently
Caucasians have struggled in the US because they are lazy.,0,0,Caucasians
He was one of those citizens coming to our country.,4,0,citizens
Jamie developed grit and soon opened her own art gallery.,2,0,her;Jamie;developed
"Poor kid was not allowed to make his own choice, Asian fathers are the dictators in their families.",4,1,Asian
Eventually Tricia became healthy off of the vegan candy she gorged on.,6,1,healthy
"Americans get into locks quickly because that's how they pay their bills, stealing.",4,0,Americans
Marie timidly asked her boss.,2,1,her;Marie
The Asian man was very cautious and thoughtful and never his her umbrella at home.,0,1,her;Asian
It's impossible because we do not associate with perfectly healthy people.,3,0,perfectly;healthy
I called them a dumb female for getting us in to the mess.,2,1,female
White people still think they can treat others like slaves.,0,1,White
"After work, Candace went home and cried on the phone to her coworkers.",2,1,her;Candace
The elderly woman could not figure out the easy task of sending an email.,8,1,elderly
Greg was a successful marijuana entrepreneur.,2,1,Greg
Fred was upset he had to attend a wedding of two women.,5,1,two;women.
It is so ghetto when people use canned food instead of real weights.,1,1,ghetto
My speech was about gay rights,5,1,gay
But Steve eventually broke up with Sue because she was cis.,2,0,cis.
I was worried when I saw a man with no legs sitting on the very edge of the seat in a helicopter.,3,1,legs;no
His parents started calling him stupid and told him to stop acting like he was gifted.,3,0,gifted.
"There I know the blacks are wrong, I said warmly.",0,1,"blacks;wrong,"
Jewish people are always trying to cause trouble.,0,1,Jewish
"Marcus was poor like whites usually are, and was always looking for a handout.",0,0,whites
My record for traveling to my hometown is four hours. . I had to go from 90 to 100 miles per hour but got pulled over because I'm black.,0,1,black.;got
He eventually grew resentful having to pay for someone who was always so poor.,1,1,poor.
The old man couldn't recall what his instructor taught him as he struggled to radio for assistance.,8,1,old
Jews secretly control all the banks in the world.,7,1,Jews
It helped that he came from a strict Korean family.,4,1,Korean
